order_id,order_date,brand,model_name,category,gender,size,color,base_price_usd,discount_percent,final_price_usd,units_sold,revenue_usd,payment_method,sales_channel,country,customer_income_level,customer_rating
ORD107415,2020-03-17,Adidas,Model-306,Gym,Unisex,8,Black,126,0,126.0,2,252.0,Card,Retail Store,USA,High,4.6
ORD107416,2023-01-23,New Balance,Model-607,Training,Men,7,Red,146,0,146.0,2,292.0,Wallet,Online,Pakistan,Medium,3.0
ORD107417,2022-04-28,Nike,Model-948,Lifestyle,Women,9,Blue,192,10,172.8,4,691.2,Wallet,Retail Store,USA,Low,3.2
ORD107418,2020-10-07,ASICS,Model-819,Lifestyle,Unisex,9,Blue,184,10,165.6,2,331.2,Cash,Retail Store,India,High,4.5
ORD107419,2019-05-21,Adidas,Model-958,Running,Unisex,6,Black,201,15,170.85,2,341.7,Cash,Retail Store,Pakistan,Medium,3.8
ORD107420,2021-04-01,Puma,Model-964,Gym,Unisex,11,White,103,15,87.55,1,87.55,Wallet,Retail Store,UAE,High,3.3
ORD107421,2021-12-16,ASICS,Model-965,Lifestyle,Unisex,6,Black,217,5,206.15,4,824.6,Card,Online,UK,Medium,4.4
ORD107422,2026-08-25,Reebok,Model-194,Lifestyle,Unisex,10,Blue,90,20,72.0,4,288.0,Wallet,Retail Store,UK,Medium,4.1
ORD107423,2023-10-20,Nike,Model-227,Gym,Unisex,9,Blue,201,5,190.95,4,763.8,Bank Transfer,Online,USA,High,4.2
ORD107424,2021-03-26,Adidas,Model-909,Gym,Women,7,Black,83,20,66.4,1,66.4,Card,Retail Store,Pakistan,Medium,4.8
ORD107425,2026-02-27,Reebok,Model-670,Basketball,Women,9,Grey,72,5,68.4,1,68.4,Cash,Retail Store,UAE,Low,4.6
ORD107426,2021-12-31,Adidas,Model-908,Lifestyle,Women,10,Red,110,20,88.0,3,264.0,Card,Online,India,Medium,3.3
ORD107427,2022-03-07,New Balance,Model-919,Lifestyle,Men,10,White,212,10,190.8,4,763.2,Wallet,Retail Store,Pakistan,Medium,4.7
ORD107428,2019-09-13,Reebok,Model-542,Running,Men,11,Blue,106,5,100.7,2,201.4,Bank Transfer,Retail Store,UAE,Low,4.5
ORD107429,2024-05-19,Reebok,Model-521,Basketball,Unisex,9,Red,120,5,114.0,4,456.0,Bank Transfer,Retail Store,India,High,4.0
ORD107430,2019-03-30,Adidas,Model-522,Gym,Women,9,White,211,15,179.35,1,179.35,Wallet,Retail Store,UAE,High,3.6
ORD107431,2024-05-12,ASICS,Model-954,Running,Men,9,Red,68,15,57.8,3,173.4,Cash,Online,Germany,Low,4.5
ORD107432,2024-02-03,Puma,Model-155,Gym,Unisex,8,Red,95,5,90.25,4,361.0,Cash,Online,India,High,4.7
ORD107433,2024-01-03,Adidas,Model-626,Gym,Unisex,11,Black,64,15,54.4,3,163.2,Card,Online,Germany,Medium,3.3
ORD107434,2023-02-08,Adidas,Model-128,Running,Men,11,Red,82,20,65.6,3,196.8,Wallet,Online,Pakistan,Low,4.5
ORD107435,2018-06-04,New Balance,Model-466,Lifestyle,Men,7,Blue,121,10,108.9,4,435.6,Cash,Online,UAE,High,4.3
ORD107436,2020-03-05,Reebok,Model-827,Gym,Men,6,White,92,5,87.4,2,174.8,Cash,Retail Store,UAE,Low,3.1
ORD107437,2020-05-19,Adidas,Model-478,Training,Women,6,Red,185,5,175.75,2,351.5,Wallet,Retail Store,India,Medium,3.2
ORD107438,2020-10-14,Puma,Model-650,Basketball,Men,8,Blue,100,10,90.0,2,180.0,Cash,Retail Store,UK,Medium,4.8
ORD107439,2023-06-06,New Balance,Model-169,Basketball,Unisex,6,White,165,20,132.0,3,396.0,Card,Retail Store,UAE,High,3.8
ORD107440,2022-12-28,Nike,Model-929,Basketball,Men,10,Red,79,0,79.0,2,158.0,Card,Online,UAE,High,4.0
ORD107441,2021-09-02,Puma,Model-198,Basketball,Women,9,Blue,213,30,149.1,4,596.4,Cash,Online,Germany,Low,4.4
ORD107442,2020-09-24,New Balance,Model-618,Gym,Men,6,Grey,166,30,116.2,2,232.4,Bank Transfer,Online,UAE,High,3.2
ORD107443,2018-10-12,New Balance,Model-686,Gym,Unisex,7,Blue,109,15,92.65,1,92.65,Card,Online,India,Low,3.3
ORD107444,2023-05-03,Reebok,Model-269,Basketball,Women,7,Grey,158,15,134.3,4,537.2,Wallet,Online,UK,Medium,4.0
ORD107445,2018-07-29,ASICS,Model-177,Lifestyle,Unisex,7,Black,166,30,116.2,3,348.6,Cash,Online,India,High,4.2
ORD107446,2019-03-21,ASICS,Model-133,Lifestyle,Men,6,White,152,5,144.4,3,433.2,Bank Transfer,Retail Store,UK,High,4.8
ORD107447,2023-06-02,Nike,Model-439,Lifestyle,Men,6,White,177,5,168.15,2,336.3,Card,Online,USA,Low,3.4
ORD107448,2018-02-18,ASICS,Model-463,Lifestyle,Men,11,Black,156,10,140.4,4,561.6,Cash,Retail Store,India,Medium,3.1
ORD107449,2025-03-24,New Balance,Model-378,Training,Men,11,White,92,30,64.4,4,257.6,Wallet,Retail Store,Pakistan,High,5.0
ORD107450,2020-10-09,ASICS,Model-346,Basketball,Women,11,Black,105,15,89.25,3,267.75,Bank Transfer,Retail Store,Pakistan,Medium,3.6
ORD107451,2021-11-29,Nike,Model-448,Gym,Unisex,6,Red,212,0,212.0,4,848.0,Wallet,Retail Store,India,High,4.4
ORD107452,2023-01-11,ASICS,Model-285,Basketball,Women,8,Black,213,30,149.1,1,149.1,Cash,Online,Germany,High,3.6
ORD107453,2023-03-16,New Balance,Model-158,Running,Women,11,Black,121,0,121.0,2,242.0,Bank Transfer,Retail Store,Pakistan,High,4.7
ORD107454,2019-03-29,ASICS,Model-781,Training,Men,9,Red,114,30,79.8,3,239.4,Wallet,Online,India,Low,5.0
ORD107455,2025-07-01,New Balance,Model-169,Training,Women,6,Red,193,10,173.7,2,347.4,Card,Online,UK,Medium,4.0
ORD107456,2021-09-09,New Balance,Model-223,Training,Women,10,Blue,204,5,193.8,3,581.4,Bank Transfer,Retail Store,UK,Medium,4.2
ORD107457,2018-05-12,New Balance,Model-668,Lifestyle,Unisex,9,Grey,103,15,87.55,3,262.65,Bank Transfer,Retail Store,USA,Low,3.4
ORD107458,2023-02-10,New Balance,Model-182,Basketball,Unisex,10,Red,103,30,72.1,3,216.3,Bank Transfer,Online,India,Low,4.6
ORD107459,2019-08-18,New Balance,Model-601,Lifestyle,Women,6,White,136,0,136.0,2,272.0,Cash,Retail Store,USA,Low,5.0
ORD107460,2020-03-26,Puma,Model-759,Lifestyle,Unisex,7,Black,169,5,160.55,1,160.55,Card,Online,USA,Medium,3.6
ORD107461,2021-12-25,New Balance,Model-103,Training,Women,6,Grey,74,5,70.3,2,140.6,Bank Transfer,Retail Store,Germany,High,4.6
ORD107462,2019-11-01,Adidas,Model-926,Running,Unisex,6,Black,201,5,190.95,3,572.85,Card,Retail Store,India,Low,4.0
ORD107463,2021-08-31,Puma,Model-371,Gym,Women,9,Grey,75,5,71.25,3,213.75,Card,Retail Store,UAE,High,4.7
ORD107464,2022-04-09,Nike,Model-889,Basketball,Women,8,Red,93,30,65.1,3,195.3,Card,Retail Store,Pakistan,Low,4.3
ORD107465,2021-12-28,Reebok,Model-802,Lifestyle,Men,8,White,106,10,95.4,2,190.8,Bank Transfer,Retail Store,India,Medium,4.0
ORD107466,2025-08-30,ASICS,Model-496,Running,Men,7,Grey,208,20,166.4,3,499.2,Bank Transfer,Online,UK,Medium,3.2
ORD107467,2023-04-17,Reebok,Model-980,Running,Unisex,7,Grey,148,15,125.8,4,503.2,Card,Retail Store,UK,Medium,4.8
ORD107468,2020-10-25,ASICS,Model-986,Gym,Men,11,White,120,20,96.0,2,192.0,Wallet,Online,Germany,High,3.6
ORD107469,2021-09-10,Reebok,Model-799,Running,Women,6,Blue,201,30,140.7,1,140.7,Cash,Online,Pakistan,High,4.9
ORD107470,2019-12-05,Nike,Model-190,Training,Unisex,8,Black,62,5,58.9,1,58.9,Bank Transfer,Online,UAE,Medium,3.6
ORD107471,2026-01-08,ASICS,Model-819,Lifestyle,Women,8,Black,217,20,173.6,4,694.4,Cash,Online,Germany,High,4.0
ORD107472,2025-12-23,Nike,Model-562,Basketball,Unisex,9,Grey,128,30,89.6,3,268.8,Card,Online,Pakistan,High,4.4
ORD107473,2021-04-27,New Balance,Model-726,Running,Unisex,11,Blue,184,0,184.0,1,184.0,Bank Transfer,Retail Store,UAE,Low,4.6
ORD107474,2019-06-17,Puma,Model-196,Gym,Women,8,Red,109,30,76.3,4,305.2,Card,Retail Store,UAE,Low,4.8
ORD107475,2026-05-01,ASICS,Model-432,Training,Women,9,Red,122,0,122.0,2,244.0,Bank Transfer,Retail Store,USA,Low,3.6
ORD107476,2019-03-23,Puma,Model-858,Training,Men,7,Black,73,20,58.4,4,233.6,Card,Retail Store,India,Low,3.1
ORD107477,2022-04-04,Puma,Model-744,Gym,Unisex,9,Grey,60,15,51.0,4,204.0,Wallet,Online,UAE,Low,4.5
ORD107478,2025-12-16,Reebok,Model-677,Lifestyle,Men,11,Grey,116,20,92.8,4,371.2,Card,Online,UAE,Medium,4.8
ORD107479,2024-09-29,New Balance,Model-209,Training,Men,10,Blue,196,10,176.4,2,352.8,Cash,Online,Germany,High,3.5
ORD107480,2026-11-17,ASICS,Model-865,Gym,Unisex,6,White,127,15,107.95,1,107.95,Wallet,Retail Store,Germany,Low,3.5
ORD107481,2024-01-05,ASICS,Model-595,Gym,Unisex,11,White,162,10,145.8,1,145.8,Card,Retail Store,Germany,Medium,4.3
ORD107482,2026-11-07,New Balance,Model-200,Lifestyle,Unisex,7,Red,116,10,104.4,4,417.6,Wallet,Retail Store,Pakistan,Medium,3.8
ORD107483,2022-10-25,Reebok,Model-841,Training,Women,7,Black,200,15,170.0,3,510.0,Bank Transfer,Online,India,High,3.5
ORD107484,2023-01-24,ASICS,Model-316,Gym,Women,10,Black,105,0,105.0,1,105.0,Wallet,Retail Store,UK,Medium,4.2
ORD107485,2024-01-17,Nike,Model-170,Basketball,Men,10,Red,201,15,170.85,2,341.7,Card,Retail Store,USA,Low,5.0
ORD107486,2026-07-03,Reebok,Model-317,Gym,Unisex,9,Red,140,15,119.0,3,357.0,Bank Transfer,Online,Germany,Low,3.9
ORD107487,2019-06-12,Adidas,Model-821,Basketball,Unisex,7,Red,61,30,42.7,4,170.8,Cash,Online,Germany,High,3.1
ORD107488,2020-07-25,New Balance,Model-852,Running,Unisex,8,White,121,0,121.0,3,363.0,Cash,Retail Store,Pakistan,Low,5.0
ORD107489,2022-07-11,Puma,Model-559,Lifestyle,Men,10,Red,212,30,148.4,4,593.6,Cash,Retail Store,USA,Low,3.8
ORD107490,2018-02-02,Puma,Model-355,Gym,Unisex,10,Blue,142,15,120.7,3,362.1,Cash,Retail Store,UK,High,3.0
ORD107491,2019-06-28,New Balance,Model-502,Gym,Women,10,Grey,144,30,100.8,2,201.6,Wallet,Retail Store,India,Medium,4.2
ORD107492,2026-01-09,Reebok,Model-647,Gym,Women,6,Black,161,30,112.7,4,450.8,Cash,Retail Store,UAE,Low,4.5
ORD107493,2025-09-01,Puma,Model-489,Gym,Men,10,Black,85,5,80.75,4,323.0,Cash,Retail Store,Germany,Medium,3.4
ORD107494,2019-02-23,ASICS,Model-159,Training,Men,10,Blue,132,10,118.8,4,475.2,Bank Transfer,Online,UK,Low,4.4
ORD107495,2025-03-23,Reebok,Model-176,Training,Unisex,6,White,111,0,111.0,4,444.0,Card,Retail Store,India,Medium,4.9
ORD107496,2022-11-24,New Balance,Model-117,Gym,Unisex,6,Red,197,20,157.6,1,157.6,Wallet,Retail Store,UK,Low,3.7
ORD107497,2022-02-20,Adidas,Model-925,Training,Unisex,10,Black,118,10,106.2,3,318.6,Cash,Online,India,Medium,4.2
ORD107498,2024-01-13,Adidas,Model-782,Training,Unisex,9,Black,138,20,110.4,3,331.2,Cash,Online,UK,Low,3.7
ORD107499,2021-02-11,New Balance,Model-744,Running,Unisex,7,Grey,146,10,131.4,4,525.6,Cash,Online,USA,Medium,4.9
ORD107500,2020-09-25,ASICS,Model-948,Training,Men,8,White,139,15,118.15,1,118.15,Cash,Retail Store,UK,Low,4.3
ORD107501,2026-09-25,Nike,Model-577,Basketball,Unisex,10,Red,212,10,190.8,4,763.2,Wallet,Retail Store,USA,Medium,3.6
ORD107502,2024-07-19,ASICS,Model-302,Gym,Men,9,White,193,15,164.05,1,164.05,Bank Transfer,Retail Store,USA,Low,4.6
ORD107503,2024-04-08,New Balance,Model-866,Running,Men,9,Black,205,30,143.5,4,574.0,Wallet,Retail Store,Germany,Medium,3.4
ORD107504,2026-08-04,Reebok,Model-342,Lifestyle,Unisex,9,Black,142,30,99.4,2,198.8,Bank Transfer,Online,UK,High,4.9
ORD107505,2020-07-29,ASICS,Model-228,Training,Men,11,Black,61,0,61.0,3,183.0,Cash,Retail Store,Pakistan,High,4.0
ORD107506,2018-11-14,ASICS,Model-736,Lifestyle,Women,6,Grey,154,15,130.9,1,130.9,Cash,Online,UAE,High,4.6
ORD107507,2023-06-20,Puma,Model-233,Basketball,Men,10,White,169,5,160.55,2,321.1,Wallet,Retail Store,UK,Medium,3.5
ORD107508,2018-03-12,New Balance,Model-138,Running,Women,6,Blue,91,30,63.7,2,127.4,Cash,Retail Store,USA,Medium,4.7
ORD107509,2026-06-20,Puma,Model-568,Gym,Men,6,Red,73,30,51.1,2,102.2,Wallet,Retail Store,India,High,3.4
ORD107510,2024-03-21,Puma,Model-110,Basketball,Men,8,Red,84,20,67.2,4,268.8,Wallet,Retail Store,USA,Medium,4.6
ORD107511,2025-09-01,New Balance,Model-108,Basketball,Unisex,9,Grey,96,15,81.6,1,81.6,Bank Transfer,Retail Store,India,High,4.4
ORD107512,2021-10-01,Nike,Model-894,Training,Men,7,Red,186,30,130.2,2,260.4,Card,Retail Store,USA,Low,4.7
ORD107513,2024-11-12,Nike,Model-142,Lifestyle,Unisex,8,Grey,185,10,166.5,3,499.5,Card,Retail Store,UAE,Medium,3.8
ORD107514,2019-09-26,ASICS,Model-829,Gym,Men,11,Blue,101,0,101.0,4,404.0,Card,Online,India,High,3.0
ORD107515,2020-01-09,Adidas,Model-980,Training,Men,6,Black,204,20,163.2,3,489.6,Wallet,Retail Store,India,Medium,4.2
ORD107516,2021-01-21,Puma,Model-922,Training,Men,8,White,66,20,52.8,4,211.2,Cash,Online,USA,Medium,3.6
ORD107517,2019-12-10,Nike,Model-978,Basketball,Women,7,Blue,64,0,64.0,1,64.0,Bank Transfer,Online,Pakistan,Low,3.2
ORD107518,2021-09-29,Reebok,Model-703,Gym,Unisex,9,Red,163,0,163.0,4,652.0,Cash,Online,Pakistan,Medium,4.1
ORD107519,2025-11-08,New Balance,Model-327,Lifestyle,Men,7,Red,148,5,140.6,2,281.2,Cash,Retail Store,Germany,High,3.0
ORD107520,2023-12-16,Nike,Model-794,Gym,Women,10,Black,218,20,174.4,4,697.6,Cash,Retail Store,UK,High,4.6
ORD107521,2025-07-16,New Balance,Model-585,Training,Men,8,Red,180,30,126.0,2,252.0,Bank Transfer,Online,UK,Low,3.8
ORD107522,2024-09-19,Nike,Model-629,Basketball,Women,11,Black,60,10,54.0,2,108.0,Wallet,Online,UK,Medium,3.7
ORD107523,2024-11-11,Adidas,Model-693,Basketball,Unisex,7,Grey,204,20,163.2,2,326.4,Card,Online,Germany,Low,3.3
ORD107524,2025-07-03,Puma,Model-481,Running,Women,10,Red,199,15,169.15,2,338.3,Wallet,Retail Store,UK,Medium,4.3
ORD107525,2019-06-18,New Balance,Model-182,Training,Women,11,Black,139,20,111.2,2,222.4,Wallet,Retail Store,UAE,High,4.3
ORD107526,2020-07-28,Adidas,Model-569,Training,Unisex,11,Black,66,5,62.7,3,188.1,Wallet,Retail Store,Germany,Medium,4.3
ORD107527,2021-08-16,Nike,Model-889,Lifestyle,Men,6,Red,121,20,96.8,4,387.2,Card,Online,UK,Low,3.4
ORD107528,2023-08-11,Reebok,Model-208,Gym,Unisex,11,Blue,201,15,170.85,4,683.4,Wallet,Online,Germany,High,4.0
ORD107529,2021-03-25,Puma,Model-694,Running,Unisex,8,Grey,158,20,126.4,4,505.6,Wallet,Online,India,Medium,3.1
ORD107530,2023-01-04,Puma,Model-352,Basketball,Unisex,9,Black,120,15,102.0,2,204.0,Cash,Online,Pakistan,Medium,4.9
ORD107531,2022-10-01,Adidas,Model-335,Running,Unisex,6,Red,202,15,171.7,4,686.8,Wallet,Online,UAE,High,4.9
ORD107532,2022-02-17,ASICS,Model-238,Lifestyle,Women,7,Red,131,15,111.35,2,222.7,Bank Transfer,Online,UK,Low,3.8
ORD107533,2025-11-12,Reebok,Model-172,Running,Women,10,Black,148,20,118.4,1,118.4,Wallet,Online,UAE,Low,3.9
ORD107534,2019-07-12,ASICS,Model-404,Gym,Women,7,Red,125,20,100.0,3,300.0,Cash,Online,Pakistan,Low,4.7
ORD107535,2023-12-29,Reebok,Model-750,Running,Unisex,11,Blue,214,5,203.3,4,813.2,Bank Transfer,Retail Store,USA,High,4.0
ORD107536,2018-01-01,Reebok,Model-432,Running,Men,10,Grey,91,30,63.7,2,127.4,Bank Transfer,Retail Store,India,Low,3.3
ORD107537,2026-03-08,Reebok,Model-187,Lifestyle,Men,8,Red,197,0,197.0,1,197.0,Bank Transfer,Online,India,High,3.0
ORD107538,2020-04-30,Adidas,Model-473,Basketball,Women,9,White,174,0,174.0,1,174.0,Card,Retail Store,Pakistan,Medium,3.9
ORD107539,2024-11-03,ASICS,Model-987,Training,Men,9,Blue,129,5,122.55,1,122.55,Wallet,Online,USA,High,4.8
ORD107540,2020-04-11,ASICS,Model-406,Basketball,Women,8,Blue,212,15,180.2,1,180.2,Bank Transfer,Retail Store,UAE,High,4.2
ORD107541,2021-03-16,Adidas,Model-348,Lifestyle,Men,9,White,178,0,178.0,3,534.0,Wallet,Online,UK,Medium,4.5
ORD107542,2019-11-12,New Balance,Model-417,Running,Men,11,Grey,118,20,94.4,1,94.4,Bank Transfer,Retail Store,Pakistan,Medium,4.5
ORD107543,2022-09-20,Nike,Model-932,Lifestyle,Men,7,Blue,62,20,49.6,4,198.4,Card,Online,Pakistan,Low,3.3
ORD107544,2018-06-13,ASICS,Model-707,Training,Unisex,10,Grey,136,0,136.0,1,136.0,Bank Transfer,Online,India,High,4.5
ORD107545,2024-05-25,ASICS,Model-536,Basketball,Men,7,Red,89,10,80.1,2,160.2,Cash,Online,UK,Low,4.7
ORD107546,2026-05-01,Puma,Model-630,Lifestyle,Women,9,White,65,10,58.5,3,175.5,Bank Transfer,Online,UAE,High,4.6
ORD107547,2023-06-24,Nike,Model-855,Gym,Men,7,Grey,162,5,153.9,2,307.8,Bank Transfer,Online,Germany,Medium,3.4
ORD107548,2026-06-30,New Balance,Model-996,Basketball,Women,7,White,68,10,61.2,2,122.4,Bank Transfer,Online,Germany,Low,4.5
ORD107549,2026-06-02,ASICS,Model-390,Basketball,Unisex,11,Grey,158,10,142.2,2,284.4,Cash,Retail Store,UK,Medium,3.6
ORD107550,2026-09-27,Nike,Model-351,Lifestyle,Women,7,Grey,205,20,164.0,2,328.0,Cash,Retail Store,USA,Medium,3.0
ORD107551,2023-09-01,Reebok,Model-370,Training,Men,9,Black,156,15,132.6,2,265.2,Wallet,Online,Germany,Medium,3.9
ORD107552,2022-03-23,Puma,Model-507,Gym,Men,8,Red,158,15,134.3,2,268.6,Card,Retail Store,UK,High,3.5
ORD107553,2020-05-11,Reebok,Model-757,Running,Men,10,Red,123,0,123.0,1,123.0,Cash,Online,UK,Low,3.3
ORD107554,2025-07-04,Reebok,Model-575,Training,Men,8,White,94,30,65.8,3,197.4,Cash,Retail Store,Pakistan,Low,3.4
ORD107555,2022-03-05,Nike,Model-345,Lifestyle,Unisex,10,Red,215,10,193.5,3,580.5,Bank Transfer,Retail Store,UAE,Low,3.4
ORD107556,2023-12-02,Reebok,Model-703,Lifestyle,Men,9,Red,194,20,155.2,1,155.2,Bank Transfer,Online,USA,Medium,3.4
ORD107557,2024-07-04,Puma,Model-543,Gym,Women,10,Blue,151,20,120.8,1,120.8,Wallet,Online,India,Medium,4.8
ORD107558,2026-04-09,Puma,Model-257,Gym,Women,8,Red,93,0,93.0,3,279.0,Bank Transfer,Online,Germany,High,4.9
ORD107559,2026-06-04,Puma,Model-167,Running,Women,10,Red,79,10,71.1,1,71.1,Card,Retail Store,Germany,Medium,4.4
ORD107560,2024-12-21,Puma,Model-312,Basketball,Women,6,Grey,184,0,184.0,3,552.0,Cash,Retail Store,UAE,Medium,3.4
ORD107561,2018-05-11,Reebok,Model-642,Running,Women,11,Blue,84,20,67.2,1,67.2,Cash,Online,Germany,Medium,3.7
ORD107562,2025-12-01,Puma,Model-657,Basketball,Unisex,10,Black,127,5,120.65,2,241.3,Wallet,Online,India,High,3.4
ORD107563,2024-04-08,Puma,Model-860,Gym,Unisex,7,Grey,104,5,98.8,4,395.2,Cash,Online,USA,Medium,3.6
ORD107564,2023-01-07,Nike,Model-590,Basketball,Men,7,Red,79,20,63.2,2,126.4,Cash,Retail Store,India,Low,4.3
ORD107565,2022-10-22,Reebok,Model-748,Gym,Men,11,Grey,201,0,201.0,4,804.0,Wallet,Online,Germany,High,3.3
ORD107566,2023-04-07,Nike,Model-378,Gym,Unisex,6,White,195,5,185.25,4,741.0,Cash,Retail Store,UAE,Low,4.6
ORD107567,2019-05-27,Nike,Model-117,Gym,Unisex,10,Blue,93,20,74.4,2,148.8,Bank Transfer,Online,India,Medium,3.6
ORD107568,2025-12-27,New Balance,Model-988,Running,Men,6,Blue,74,20,59.2,3,177.6,Bank Transfer,Online,India,Medium,4.3
ORD107569,2018-10-23,Nike,Model-575,Training,Unisex,7,White,130,20,104.0,4,416.0,Bank Transfer,Retail Store,India,Low,3.0
ORD107570,2018-08-10,ASICS,Model-492,Running,Women,11,Red,72,15,61.2,4,244.8,Wallet,Retail Store,India,Low,4.1
ORD107571,2021-04-11,Nike,Model-899,Basketball,Women,6,Grey,126,0,126.0,2,252.0,Cash,Online,India,Medium,4.7
ORD107572,2026-03-08,Nike,Model-205,Basketball,Unisex,9,Grey,188,0,188.0,1,188.0,Cash,Retail Store,UK,High,3.3
ORD107573,2020-11-16,New Balance,Model-416,Basketball,Women,6,White,128,15,108.8,1,108.8,Bank Transfer,Retail Store,Pakistan,High,3.5
ORD107574,2023-09-30,ASICS,Model-169,Basketball,Women,7,Blue,219,0,219.0,4,876.0,Wallet,Retail Store,UK,High,3.4
ORD107575,2018-02-01,New Balance,Model-358,Lifestyle,Men,8,Grey,95,5,90.25,3,270.75,Bank Transfer,Retail Store,Germany,High,3.7
ORD107576,2019-12-27,Puma,Model-260,Basketball,Men,10,Blue,88,0,88.0,4,352.0,Wallet,Online,UAE,Low,4.0
ORD107577,2024-10-30,Puma,Model-719,Gym,Women,10,Grey,122,0,122.0,1,122.0,Cash,Retail Store,USA,High,3.8
ORD107578,2019-08-22,ASICS,Model-734,Basketball,Unisex,10,White,61,30,42.7,2,85.4,Bank Transfer,Retail Store,UK,Medium,3.6
ORD107579,2019-05-06,Adidas,Model-928,Basketball,Men,7,White,96,5,91.2,1,91.2,Bank Transfer,Retail Store,Pakistan,Low,3.2
ORD107580,2023-06-14,ASICS,Model-904,Lifestyle,Unisex,10,White,84,10,75.6,2,151.2,Card,Retail Store,India,High,3.4
ORD107581,2025-01-28,Reebok,Model-655,Training,Women,9,Blue,143,5,135.85,2,271.7,Card,Online,India,High,3.9
ORD107582,2026-06-03,ASICS,Model-332,Running,Men,9,Grey,114,15,96.9,1,96.9,Card,Online,Germany,High,3.4
ORD107583,2024-05-06,Puma,Model-353,Basketball,Men,6,Grey,65,10,58.5,4,234.0,Cash,Retail Store,Germany,High,3.3
ORD107584,2026-07-25,New Balance,Model-290,Training,Men,6,Blue,178,5,169.1,4,676.4,Card,Online,Pakistan,High,4.7
ORD107585,2024-12-17,ASICS,Model-536,Basketball,Unisex,9,White,202,30,141.4,4,565.6,Cash,Online,India,Low,4.1
ORD107586,2019-10-20,Nike,Model-514,Running,Women,9,Red,169,0,169.0,3,507.0,Wallet,Online,USA,Low,4.2
ORD107587,2021-01-03,Adidas,Model-267,Training,Women,7,Grey,212,30,148.4,4,593.6,Wallet,Online,India,Low,4.8
ORD107588,2023-03-09,Reebok,Model-802,Gym,Men,9,Black,119,10,107.1,2,214.2,Cash,Online,India,Low,4.7
ORD107589,2020-09-12,Reebok,Model-197,Basketball,Women,6,White,78,5,74.1,4,296.4,Cash,Retail Store,USA,High,4.9
ORD107590,2020-11-22,Puma,Model-995,Gym,Men,11,White,91,0,91.0,1,91.0,Cash,Online,India,High,4.4
ORD107591,2026-03-24,Reebok,Model-586,Running,Men,9,Red,111,20,88.8,2,177.6,Wallet,Online,UK,High,4.0
ORD107592,2020-07-27,Reebok,Model-708,Basketball,Women,9,Blue,92,5,87.4,1,87.4,Card,Online,Germany,High,3.4
ORD107593,2020-04-25,Reebok,Model-481,Basketball,Women,11,Blue,187,20,149.6,2,299.2,Cash,Retail Store,UK,Medium,4.7
ORD107594,2025-04-22,New Balance,Model-154,Training,Women,6,White,211,5,200.45,4,801.8,Card,Retail Store,Germany,Low,3.7
ORD107595,2020-05-15,ASICS,Model-775,Gym,Men,6,Blue,62,15,52.7,3,158.1,Card,Online,UK,High,3.3
ORD107596,2018-02-07,Puma,Model-572,Lifestyle,Women,8,Blue,200,20,160.0,2,320.0,Card,Online,India,High,4.6
ORD107597,2026-09-13,Reebok,Model-689,Gym,Unisex,11,White,160,15,136.0,1,136.0,Cash,Online,USA,Medium,3.9
ORD107598,2019-07-17,Nike,Model-734,Gym,Women,11,Grey,160,15,136.0,3,408.0,Bank Transfer,Online,UK,High,3.5
ORD107599,2021-11-20,New Balance,Model-863,Lifestyle,Men,11,Red,149,20,119.2,3,357.6,Card,Retail Store,Germany,Low,4.1
ORD107600,2024-06-10,Nike,Model-468,Basketball,Men,11,White,130,20,104.0,1,104.0,Cash,Retail Store,USA,High,3.9
ORD107601,2018-03-08,Adidas,Model-159,Basketball,Men,10,Black,195,5,185.25,4,741.0,Card,Online,UAE,Medium,3.3
ORD107602,2023-02-11,Puma,Model-851,Basketball,Women,10,Black,90,15,76.5,4,306.0,Card,Retail Store,Germany,High,5.0
ORD107603,2018-03-12,Reebok,Model-965,Lifestyle,Unisex,11,Grey,127,10,114.3,3,342.9,Card,Online,UAE,Medium,4.4
ORD107604,2021-03-17,Nike,Model-778,Lifestyle,Unisex,7,Blue,191,0,191.0,2,382.0,Wallet,Online,UK,Low,5.0
ORD107605,2022-04-04,Nike,Model-890,Gym,Men,9,Grey,197,0,197.0,1,197.0,Cash,Retail Store,Pakistan,High,5.0
ORD107606,2021-05-27,ASICS,Model-523,Training,Women,8,Red,149,20,119.2,3,357.6,Wallet,Online,Pakistan,Medium,5.0
ORD107607,2023-04-26,Nike,Model-858,Basketball,Unisex,11,Blue,110,0,110.0,2,220.0,Wallet,Retail Store,UK,Low,4.2
ORD107608,2024-07-24,Reebok,Model-433,Basketball,Unisex,8,White,161,0,161.0,4,644.0,Cash,Online,Pakistan,High,3.6
ORD107609,2025-01-13,Puma,Model-900,Running,Men,10,Grey,178,5,169.1,3,507.3,Cash,Online,UAE,Medium,4.1
ORD107610,2025-04-16,Nike,Model-171,Training,Men,6,Black,116,15,98.6,4,394.4,Card,Retail Store,Germany,High,3.2
ORD107611,2025-03-06,Reebok,Model-374,Training,Unisex,8,Red,141,10,126.9,3,380.7,Card,Online,Germany,Low,4.9
ORD107612,2026-05-15,Puma,Model-489,Running,Unisex,11,Grey,125,0,125.0,4,500.0,Cash,Retail Store,Germany,High,4.3
